,artist_name,song_title,identifier,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,cluster_k30
1555,Kes,Savannah Grass,not_hot,0.566,0.556,-9.312,0.0295,0.00748,0.898,0.266,75.983,14
1556,The Zombies,Time of the Season,not_hot,0.566,0.88,-5.313,0.0372,0.0253,1.18e-06,0.464,115.019,11
1557,Pearl Jam,State of Love and Trust,not_hot,0.566,0.538,-5.729,0.0346,0.406,0.000497,0.315,121.154,12
1558,Tierra Whack,Silly Sam,not_hot,0.559,0.447,-6.724,0.0541,0.076,0.0,0.206,117.182,28
1559,Hollywood Undead,Gravity,not_hot,0.572,0.787,-6.339,0.061,0.00128,0.00215,0.2,121.014,11
1560,MEMBA,Lurkin (ft. VinDon),not_hot,0.681,0.262,-15.293,0.0273,0.283,7.86e-06,0.579,139.359,12
1561,Aminé,Hero,not_hot,0.595,0.309,-10.422,0.0593,0.661,0.000149,0.469,124.918,12
1562,Elley Duhé,LOST MY MIND,not_hot,0.431,0.908,-3.732,0.0388,0.00466,0.0,0.317,172.164,15
1563,Big Time Rush,Nothing Even Matters,not_hot,0.782,0.627,-6.509,0.115,0.00233,1.27e-05,0.485,94.967,7
1564,Current Swell,Stomach,not_hot,0.798,0.895,-7.811,0.216,0.177,0.0,0.784,127.967,6
1565,Souly Had,Déjà vu,not_hot,0.511,0.00203,-33.286,0.113,0.995,0.831,0.355,129.368,19
1566,New Order,Fine Time - Nollan Remix,not_hot,0.476,0.904,-5.456,0.0447,4.6e-05,0.00228,0.5,141.221,11
1567,Susan Egan,Embraceable You / 'Til There Was You,not_hot,0.641,0.629,-7.391,0.0642,0.101,0.00129,0.709,96.037,7
1568,Christophe Beck,"Elsa and Anna - From ""Frozen""/Score",not_hot,0.686,0.639,-4.906,0.0336,0.533,0.0,0.694,99.947,9
1569,Dizzy Wright,Looking Up (feat. Euroz),not_hot,0.718,0.939,-5.454,0.0663,0.0748,0.957,0.853,117.731,14
1570,Vels Trio,The Wad,not_hot,0.545,0.952,-4.413,0.049,0.000255,0.0432,0.099,133.036,11
1571,Gucci Mane,St. Brick Intro,not_hot,0.409,0.035,-25.928,0.0412,0.99,0.88,0.35,121.112,19
1572,Die Antwoord,Pitbull Terrier,not_hot,0.589,0.848,-10.998,0.0383,0.108,0.127,0.913,147.564,1
1573,Hayes Carll,Beaumont,not_hot,0.706,0.381,-16.079,0.0922,0.57,0.000978,0.378,94.156,24
1574,Ari Lennox,Pedigree,not_hot,0.643,0.535,-6.795,0.0941,0.648,0.00213,0.564,82.193,29
1575,Prof,Andre The Giant,not_hot,0.56,0.897,-7.842,0.0332,0.000295,0.0,0.626,140.004,1
1576,Newsboys,He Reigns,not_hot,0.339,0.276,-10.746,0.0285,0.141,0.00906,0.308,83.181,13
1577,James Morrison,So Beautiful,not_hot,0.554,0.192,-11.293,0.0395,0.794,0.0,0.482,115.662,24
1578,Maurice Ravel,Pavane pour une infante défunte,not_hot,0.644,0.674,-4.929,0.0338,0.487,0.0019,0.459,74.952,29
1579,Aesop Rock,Mystery Fish,not_hot,0.785,0.367,-8.483,0.0363,0.113,0.0633,0.468,90.003,7
1580,Anthony Hamilton,Pass Me Over,not_hot,0.615,0.386,-11.662,0.0904,0.873,0.778,0.365,156.85,17
1581,Demon Hunter,Close Enough,not_hot,0.538,0.729,-4.982,0.0397,0.0763,0.0108,0.554,88.053,20
1582,Iya Terra,Full Circle,not_hot,0.513,0.584,-10.069,0.0271,0.342,0.946,0.189,171.986,18
1583,Kyle Thornton & The Company,Talk Is Cheap,not_hot,0.531,0.433,-6.515,0.0339,0.381,0.0279,0.244,113.272,12
1584,Kacey Musgraves,Die Fun,not_hot,0.822,0.673,-6.141,0.228,0.144,0.0,0.85,120.02,6
1585,Steam,Na Na Hey Hey Kiss Him Goodbye,not_hot,0.556,0.446,-8.328,0.03,0.537,0.0,0.307,96.043,29
1586,Paul Brown,I Say A Little Prayer,not_hot,0.183,0.362,-13.962,0.0348,0.898,0.694,0.0328,133.843,5
1587,Cesaria Evora,Cumpade Ciznone (20th Anniversary Edition),not_hot,0.689,0.907,-6.574,0.0595,0.0115,1.02e-06,0.897,120.016,1
1588,Marsha Ambrosius,Old Times,not_hot,0.29,0.766,-10.009,0.114,0.624,0.00147,0.26,86.339,13
1589,Souls Of Mischief,93 'Til Infinity - LP Instrumental,not_hot,0.573,0.815,-4.539,0.144,0.061,0.0,0.648,77.96,20
1590,Nas,One Mic,not_hot,0.573,0.969,-4.092,0.0433,0.0212,0.926,0.775,133.535,14
1591,Great Good Fine Ok,Not Going Home,not_hot,0.638,0.781,-6.848,0.0285,0.0118,0.00953,0.25,122.985,11
1592,Chihei Hatakeyama,Bonfire On the Field,not_hot,0.547,0.916,-2.429,0.0363,0.129,0.0,0.7,97.955,20
1593,Grateful Dead,"Jack Straw - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",not_hot,0.634,0.547,-7.248,0.0318,0.607,0.000426,0.467,73.98,29
1594,Pinegrove,Intrepid,not_hot,0.356,0.793,-6.707,0.0392,0.506,1.84e-05,0.85,178.203,10
1595,Adam Calhoun,Smoke,not_hot,0.175,0.00809,-32.625,0.0429,0.914,0.856,0.098,74.085,27
1596,Local Natives,Dark Days - Sofi Tukker Remix,not_hot,0.442,0.626,-5.704,0.029,0.228,0.000475,0.29,78.668,13
1597,Claire Guyot,"Partir là-bas - De ""La Petite Sirène""/Bande Originale Française du Film",not_hot,0.629,0.683,-10.716,0.0451,0.649,0.17,0.274,117.933,12
1598,The Horrors,Still Life,not_hot,0.538,0.9,-3.923,0.0579,0.00888,0.0,0.347,168.038,15
1599,The Afters,Moments Like This,not_hot,0.347,0.836,-6.761,0.0293,6.64e-06,0.811,0.703,80.661,14
1600,DROELOE,Weird Machine,not_hot,0.512,0.359,-11.59,0.0277,0.567,0.0226,0.132,129.83,12
1601,Joe,What If A Woman,not_hot,0.451,0.648,-8.659,0.0355,0.481,0.0,0.857,146.792,3
1602,Manu Chao,Words of Truth,not_hot,0.621,0.599,-10.402,0.0293,0.213,0.578,0.374,122.958,2
1603,Weval,Years To Build,not_hot,0.714,0.315,-13.208,0.0561,0.366,0.00181,0.31,139.867,12
1604,Minnesota,Subterranean,not_hot,0.869,0.792,-6.351,0.141,0.00566,0.0,0.725,107.985,22
1605,Staind,Everything Changes,not_hot,0.749,0.649,-5.863,0.173,0.0251,0.0,0.344,88.015,6
1606,Dru Hill,Love's Train,not_hot,0.731,0.721,-5.633,0.06,0.179,2.09e-06,0.852,90.007,22
1607,Souly Had,Talk to Me,not_hot,0.979,0.448,-9.039,0.0467,0.000276,0.0682,0.561,109.998,7
1608,Robin Thicke,One Shot,not_hot,0.728,0.55,-6.049,0.379,0.00312,0.0,0.305,139.863,16
1609,George Strait,Drinkin' Man,not_hot,0.437,0.486,-7.918,0.031,0.101,0.0,0.0504,70.989,13
1610,Kaya Project,Always Waiting,not_hot,0.554,0.5,-6.054,0.0299,0.27,1.26e-05,0.263,139.77,23
1611,Rammstein,ICH TU DIR WEH,not_hot,0.558,0.571,-6.553,0.155,0.128,0.0,0.413,75.478,7
1612,Carlos Gardel,El Día Que Me Quieras,not_hot,0.49,0.39,-12.447,0.0486,0.539,0.807,0.0642,83.615,17
1613,Shoffy,Motions,not_hot,0.833,0.481,-8.17,0.264,0.0171,0.0,0.822,78.029,6
1614,Spencer.,To Be You,not_hot,0.787,0.468,-7.244,0.0675,0.282,8.66e-06,0.327,115.062,28
1615,Justin Hurwitz,End Credits,not_hot,0.763,0.867,-4.503,0.0884,0.183,7.45e-05,0.863,167.984,3
1616,Picture This,Smell Like Him,not_hot,0.696,0.821,-6.928,0.0489,0.227,0.00142,0.851,93.037,22
1617,John Allred,After Winter,not_hot,0.46,0.826,-5.624,0.0525,0.0338,3.49e-05,0.747,160.222,10
1618,Sam Kim,"YOUR SONG (with Lee Jin Ah, Jung Seung Hwan, Kwon Jin Ah)",not_hot,0.556,0.713,-4.747,0.237,0.16,0.0,0.75,75.633,6
1619,Jeremy Soule,Unbound,not_hot,0.69,0.775,-5.37,0.0383,0.226,0.0,0.843,82.508,22
1620,SiR,Dreaming of Me,not_hot,0.534,0.763,-6.348,0.0304,0.00285,0.0,0.634,109.971,20
1621,Broods,Falling Apart,not_hot,0.482,0.151,-13.498,0.031,0.799,0.0223,0.13,105.943,24
1622,Bonobo,Wayward Bob,not_hot,0.785,0.603,-9.542,0.0678,0.618,0.00418,0.348,101.011,29
1623,Eric Church,A Man Who Was Gonna Die Young,not_hot,0.7,0.65,-6.917,0.128,0.000107,0.0,0.445,138.994,21
1624,Hoobastank,Same Direction,not_hot,0.894,0.65,-4.956,0.117,0.00248,0.00869,0.787,87.982,22
1625,Quincy,Snuggle Up,not_hot,0.605,0.615,-5.617,0.0474,0.479,0.0,0.841,172.211,3
1626,Jason Upton,Wild and Free,not_hot,0.787,0.607,-9.133,0.0274,0.119,0.00305,0.681,109.38,7
1627,Sylvan Esso,Rewind,not_hot,0.662,0.662,-10.83,0.0447,0.000877,0.0022,0.277,126.739,28
1628,The Wombats,Pink Lemonade,not_hot,0.577,0.468,-6.115,0.0822,0.345,0.00838,0.237,158.061,12
1629,Elli Ingram,Sweet & Sour,not_hot,0.764,0.33,-12.801,0.0427,0.1,0.506,0.0686,119.978,28
1630,Ookay,Lighthouse,not_hot,0.811,0.678,-7.357,0.0561,0.0333,0.00123,0.426,91.976,7
1631,Isaac Hayes,Hung Up On My Baby - Extended Jam,not_hot,0.755,0.67,-6.201,0.0738,0.0267,0.00062,0.479,160.062,21
1632,Spooky Black,Pull,not_hot,0.61,0.384,-12.721,0.0292,0.354,2.66e-05,0.552,103.022,7
1633,Chase Atlantic,Keep It Up,not_hot,0.136,0.345,-16.834,0.0399,0.725,0.91,0.158,89.783,5
1634,Luis Bacalov,The Grand Duel - Parte Prima,not_hot,0.444,0.429,-11.722,0.0799,0.704,0.168,0.0962,95.073,24
1635,The Wombats,Moving To New York,not_hot,0.529,0.65,-5.901,0.0383,0.106,0.0,0.627,79.942,20
1636,Marty Robbins,Melba from Melbourne,not_hot,0.711,0.551,-7.603,0.0612,0.256,0.00126,0.89,167.935,3
1637,Queens of the Stone Age,Avon,not_hot,0.52,0.561,-10.213,0.0367,0.127,0.00949,0.373,141.706,23
1638,Kiana Ledé,Fairplay - Remix,not_hot,0.518,0.58,-8.614,0.201,0.488,0.00245,0.519,83.849,29
1639,808 State,In Yer Face - Bicep Remix,not_hot,0.622,0.707,-8.505,0.282,0.112,2.13e-06,0.513,115.078,6
1640,Switchfoot,Dare You To Move,not_hot,0.571,0.831,-4.234,0.0368,0.0116,1.96e-05,0.553,113.427,20
1641,"Hank Williams, Jr.",Waylon's Guitar,not_hot,0.698,0.422,-7.775,0.0531,0.474,0.00301,0.428,78.992,29
1642,DROELOE,Only Be Me - Duskus Remix,not_hot,0.672,0.334,-10.194,0.0322,0.304,0.0637,0.434,110.205,7
1643,Soda Stereo,Terapia de Amor Intensiva (SEP7IMO DIA),not_hot,0.424,0.598,-6.834,0.0306,0.0574,4.44e-05,0.101,140.287,23
1644,Brothers Osborne,Love The Lonely Out Of You,not_hot,0.767,0.787,-8.28,0.0566,0.0678,0.00509,0.839,121.102,22
1645,The Maine,Into Your Arms,not_hot,0.78,0.572,-6.797,0.0951,0.0618,0.0,0.695,100.999,22
1646,Digable Planets,Rebirth Of Slick (Cool Like Dat),not_hot,0.483,0.721,-5.633,0.0365,0.000152,0.488,0.232,165.917,15
1647,Black Stone Cherry,Stay,not_hot,0.889,0.335,-11.87,0.715,0.184,0.0,0.208,134.968,8
1648,Boozoo Bajou,YMA,not_hot,0.716,0.516,-9.366,0.0452,0.751,6.26e-05,0.585,81.036,29
1649,Tom Petty and the Heartbreakers,Walls (Circus),not_hot,0.523,0.787,-7.909,0.0778,0.0307,0.0,0.505,84.072,20
1650,TYNAN,Voidless,not_hot,0.276,0.381,-8.842,0.0355,0.671,0.0424,0.163,116.231,25
1651,Angus & Julia Stone,Youngblood,not_hot,0.707,0.604,-12.635,0.0438,0.0129,0.643,0.757,95.149,2
1652,Raheem DeVaughn,I Don't Care,not_hot,0.559,0.626,-5.602,0.043,0.744,0.0,0.881,97.712,9
1653,Red Hot Chili Peppers,If,not_hot,0.557,0.862,-4.029,0.0636,0.000416,0.000314,0.531,174.114,10
1654,Grimes,Entropy,not_hot,0.596,0.879,-4.563,0.359,0.0706,0.0,0.491,79.448,6
1655,Deftones,Romantic Dreams,not_hot,0.591,0.851,-4.385,0.0494,0.000464,0.0,0.914,144.049,1
1656,Waldeck,Addicted,not_hot,0.633,0.319,-10.108,0.0379,0.339,0.00943,0.0638,131.886,12
1657,Lone,Jaded,not_hot,0.488,0.326,-12.02,0.0328,0.945,0.0157,0.323,106.063,24
1658,Rae & Christian,Happy,not_hot,0.52,0.819,-3.673,0.0304,0.00278,0.0,0.308,94.968,4
1659,Sports,Autopilot,not_hot,0.822,0.612,-4.66,0.229,0.138,0.0,0.667,94.062,6
1660,Paul Kim,NEED A BREAK,not_hot,0.534,0.448,-12.456,0.0653,0.551,0.000125,0.279,159.825,25
1661,Small Black,No Stranger,not_hot,0.358,0.596,-11.906,0.224,0.147,0.0,0.484,178.008,15
1662,Gregory Alan Isakov,Where You Gonna Go,not_hot,0.491,0.399,-10.057,0.124,0.203,0.0,0.301,114.644,13
1663,Foster The People,Loyal Like Sid & Nancy,not_hot,0.736,0.514,-7.273,0.266,0.548,0.0,0.393,142.08,16
1664,Pyotr Ilyich Tchaikovsky,"Swan Lake Suite, Op.20a: 2. Waltz",not_hot,0.928,0.63,-4.126,0.047,0.0135,0.0,0.801,124.017,22
1665,Inon Zur,Fallout 3: Theme,not_hot,0.338,0.983,-2.429,0.18,0.0155,0.000743,0.22,105.938,4
1666,Stars Of The Lid,Even (Out) +,not_hot,0.362,0.295,-10.208,0.118,0.697,8.42e-05,0.348,88.29,24
1667,Static-X,Cold,not_hot,0.293,0.216,-16.337,0.0382,0.922,0.96,0.0743,120.123,5
1668,Henri Salvador,Chambre avec vue,not_hot,0.828,0.38,-10.047,0.0415,0.131,0.541,0.406,126.343,2
1669,Fanny Lu,Cosas Bonitas,not_hot,0.802,0.6,-10.614,0.196,0.225,0.0,0.824,173.957,3
1670,NDC Worship,KuasaMu Terlebih Besar - Live,not_hot,0.942,0.784,-4.68,0.105,0.433,0.0,0.521,119.871,21
1671,Young the Giant,Oblivion,not_hot,0.0833,0.183,-21.883,0.0405,0.751,0.958,0.154,73.035,5
1672,Lack Of Afro,For You,not_hot,0.628,0.655,-8.77,0.0258,0.182,0.674,0.501,108.074,2
1673,David Calzado y su Charanga Habanera,Juana Magdalena - Remasterizado,not_hot,0.697,0.91,-3.326,0.0922,0.0603,5.66e-05,0.723,170.038,10
1674,JR JR,"Day In, Day Out",not_hot,0.506,0.674,-6.661,0.0868,0.126,0.0,0.189,115.9,23
1675,JAHKOY,Crazy Girl,not_hot,0.677,0.947,-3.788,0.0358,0.0157,7.35e-05,0.969,102.828,1
1676,Bobo Stenson Trio,Canción Contra La Indecisión,not_hot,0.242,0.854,-6.96,0.125,0.00209,0.0,0.325,188.68,15
1677,Rise Against,Ready To Fall,not_hot,0.733,0.752,-3.825,0.143,0.508,0.0,0.848,87.6,22
1678,CZARFACE,Face Off,not_hot,0.696,0.853,-4.122,0.237,0.00399,0.0,0.685,92.976,6
1679,House Of Shem,Move as One,not_hot,0.773,0.372,-7.46,0.107,0.382,0.0,0.359,119.996,12
1680,Enrique Iglesias,Escape,not_hot,0.554,0.474,-7.843,0.025,0.155,1.67e-05,0.41,139.832,23
1681,Harold Faltermeyer,Top Gun Anthem,not_hot,0.746,0.839,-4.156,0.0298,0.0046,9.31e-05,0.757,121.923,1
1682,Descendents,When I Get Old,not_hot,0.571,0.573,-9.08,0.0329,0.14,1.25e-06,0.224,118.037,28
1683,Jonny Greenwood,Phantom Thread III,not_hot,0.307,0.547,-10.286,0.032,0.00606,0.008,0.579,97.644,13
1684,Hiss Golden Messenger,Heart Like a Levee,not_hot,0.748,0.834,-2.272,0.112,0.0577,0.0,0.918,93.485,22
1685,Kendrick Lamar,Mortal Man,not_hot,0.663,0.444,-11.214,0.0338,0.274,0.659,0.2,122.974,2
1686,Johann Strauss II,"Lagunen Waltz, Op. 411",not_hot,0.0932,0.0845,-23.339,0.0435,0.993,0.334,0.0323,87.266,0
1687,The Internet,Mood,not_hot,0.512,0.403,-12.551,0.0499,0.419,0.103,0.395,111.227,12
1688,Andre Nickatina,Ayo For Yayo,not_hot,0.245,0.5,-5.15,0.0318,0.642,5.79e-05,0.123,87.736,13
1689,The Meters,Chicken Strut - Single Version,not_hot,0.723,0.584,-5.729,0.0259,0.141,0.0,0.62,114.072,7
1690,Comethazine,Deathwish,not_hot,0.581,0.201,-15.421,0.0509,0.937,0.0946,0.448,126.745,24
1691,Joe Bataan,My Cloud,not_hot,0.563,0.341,-8.445,0.0309,0.625,0.000249,0.712,79.148,29
1692,Hailu Mergia,Shilela,not_hot,0.446,0.711,-7.058,0.0657,0.0941,0.177,0.292,80.743,4
1693,Grimes,We Appreciate Power - BloodPop® Remix,not_hot,0.736,0.53,-14.391,0.0331,0.049,1.52e-05,0.962,110.201,22
1694,El Alfa,La Pongo Fina,not_hot,0.794,0.539,-11.468,0.0757,0.418,0.272,0.869,90.112,9
1695,Smokey Robinson,Will You Love Me Tomorrow?,not_hot,0.587,0.805,-9.137,0.036,3.41e-05,0.391,0.744,102.401,1
1696,The Dead Texan,Glen's Goo,not_hot,0.448,0.982,-3.971,0.287,0.000165,2.32e-06,0.0978,131.895,11
1697,Hans Zimmer,"Up Is Down - From ""Pirates of the Caribbean: At World's End""/Score",not_hot,0.569,0.951,-7.522,0.0733,0.34,0.000491,0.781,167.495,10
1698,Big Sean,Nothing Is Stopping You,not_hot,0.225,0.433,-17.542,0.0575,0.324,0.943,0.056,110.516,18
1699,Bassnectar,Disrupt The System,not_hot,0.741,0.841,-5.538,0.0416,0.00667,0.903,0.499,144.994,14
1700,Primus,Too Many Puppies,not_hot,0.793,0.497,-9.476,0.058,0.184,0.931,0.34,125.003,2
1701,Manafest,No Plan B,not_hot,0.438,0.913,-3.438,0.0558,0.000142,0.00393,0.21,118.963,11
1702,Lost Acapulco,Tangatutanga,not_hot,0.666,0.811,-5.002,0.253,0.225,0.0,0.391,139.95,16
1703,!!!,Except Death,not_hot,0.601,0.801,-9.581,0.226,0.287,0.0,0.573,129.015,6
1704,K CAMP,Come with a Price,not_hot,0.732,0.642,-6.148,0.0573,0.412,0.0,0.758,89.983,22
1705,Moloko,The Time Is Now,not_hot,0.719,0.796,-9.297,0.0452,0.0702,0.069,0.733,119.958,1
1706,Anne Dudley,The Crossroads,not_hot,0.455,0.662,-6.963,0.0357,0.0125,0.0,0.169,77.523,4
1707,Alice In Chains,The One You Know,not_hot,0.595,0.806,-5.732,0.937,0.729,0.0,0.449,82.933,8
1708,goosetaf,Peach Rings,not_hot,0.626,0.632,-8.692,0.0287,0.181,0.0,0.7,114.593,7
1709,Jonathan Richman,Parties In The U.S.A.,not_hot,0.551,0.735,-4.943,0.0274,0.149,0.0,0.871,132.638,1
1710,Ookay,Better Off,not_hot,0.775,0.794,-5.445,0.0566,0.352,0.0,0.881,127.989,3
1711,Dolly Parton,If We Don't (with Alison Krauss) - from the Dumplin' Original Motion Picture Soundtrack,not_hot,0.26,0.00397,-31.095,0.0406,0.982,0.913,0.0368,82.862,27
1712,Saint Asonia,Let Me Live My Life,not_hot,0.418,0.295,-14.667,0.0303,0.913,0.896,0.132,109.621,17
1713,Josh Wilson,"That Was Then, This Is Now",not_hot,0.759,0.56,-8.846,0.328,0.184,6.71e-05,0.315,132.96,16
1714,Ivy Sole,Rollercoaster,not_hot,0.557,0.762,-4.296,0.0255,0.732,0.0,0.527,103.018,29
1715,Dennis Brown,Silhouettes,not_hot,0.648,0.453,-9.724,0.031,0.193,0.0,0.648,121.956,7
1716,Kota the Friend,Philly Jawn,not_hot,0.625,0.573,-7.51,0.0329,0.635,0.000651,0.257,85.028,29
1717,k?d,Destroy The Universe,not_hot,0.622,0.645,-8.581,0.0874,0.00993,0.0227,0.776,133.431,1
1718,Gillian Welch,Annabelle,not_hot,0.65,0.528,-5.642,0.0288,0.00927,0.000419,0.595,96.967,7
1719,Caramelos De Cianuro,El Instante Pasó,not_hot,0.636,0.39,-10.068,0.028,0.903,4.43e-06,0.472,102.091,29
1720,Sean Kingston,Dumb Love,not_hot,0.668,0.499,-9.999,0.0356,0.319,0.00171,0.197,143.15,12
1721,Tinashe,Faded Love (feat. Future),not_hot,0.729,0.369,-14.666,0.0881,0.0668,0.0,0.0459,120.021,28
1722,Ms. Lauryn Hill,Forgive Them Father,not_hot,0.457,0.687,-7.506,0.316,0.0123,0.0,0.217,80.51,6
1723,Paul Wall,Legalize,not_hot,0.559,0.611,-7.932,0.0538,0.173,4.38e-05,0.481,97.006,7
1724,Stephen Lynch,Craig,not_hot,0.622,0.483,-14.596,0.0338,0.436,0.809,0.597,106.011,2
1725,Two Steps from Hell,Believe,not_hot,0.366,0.949,-3.676,0.185,0.000998,1.34e-05,0.321,184.91,15
1726,Blake Shelton,She Wouldn't Be Gone,not_hot,0.65,0.862,-5.148,0.0567,0.0231,0.0,0.541,127.946,1
1727,DNCE,"Born To Hand Jive - From ""Grease Live!"" Music From The Television Event",not_hot,0.182,0.317,-14.013,0.0324,0.398,0.857,0.0377,84.935,5
1728,Jesus Culture,Alleluia - Live,not_hot,0.51,0.825,-4.566,0.035,0.0129,4.09e-06,0.764,79.264,20
1729,Mustard,Anywhere,not_hot,0.514,0.773,-3.754,0.0388,0.00944,0.00326,0.445,103.943,20
1730,Django Reinhardt,Django's Tiger,not_hot,0.552,0.299,-11.372,0.0315,0.485,0.0,0.0608,124.273,12
1731,Cymande,Anthracite,not_hot,0.584,0.902,-5.678,0.301,0.139,0.0,0.658,151.292,16
1732,Brooks & Dunn,Rock My World - Little Country Girl,not_hot,0.401,0.51,-6.284,0.0785,0.343,0.000225,0.348,139.888,23
1733,Bent,Irritating Noises,not_hot,0.2,0.00147,-36.756,0.0596,0.877,0.869,0.0345,69.02,27
1734,Against Me!,Norse Truth,not_hot,0.73,0.639,-6.987,0.142,0.0725,0.000795,0.563,102.333,7
1735,Harry Gregson-Williams,Fly Like Iron Man,not_hot,0.455,0.76,-5.226,0.049,0.00548,0.000246,0.36,88.456,4
1736,Spilt Milk Society,She Tastes Like Summer,not_hot,0.565,0.636,-9.806,0.0497,0.252,0.00269,0.445,142.791,21
1737,Jim James,Here In Spirit,not_hot,0.632,0.749,-5.219,0.0373,0.0103,0.000787,0.279,109.966,11
1738,2Pac,Got My Mind Made Up,not_hot,0.45,0.863,-4.459,0.0745,0.00769,0.0,0.24,131.854,11
1739,Bruce Healey,Fantasmic! Exit Music - Disneyland Park,not_hot,0.431,0.497,-6.501,0.0318,0.383,0.0,0.414,142.972,23
1740,Hablot Brown,Pressure,not_hot,0.852,0.299,-9.073,0.17,0.238,0.0315,0.519,140.032,21
1741,Taylor Swift,Change,not_hot,0.588,0.664,-5.18,0.159,0.043,4.3e-05,0.333,106.502,28
1742,Morgan Wallen,Redneck Love Song,not_hot,0.612,0.696,-11.34,0.0353,0.0785,9.4e-06,0.849,159.829,3
1743,Daniel Tosh,Enlightened Garbage,not_hot,0.457,0.675,-7.338,0.0633,0.0276,0.775,0.0772,179.995,18
1744,Johan Söderqvist,Mud And Blood,not_hot,0.762,0.537,-5.573,0.0501,0.00351,0.00215,0.364,121.995,21
1745,Dustin O'Halloran,River,not_hot,0.717,0.414,-10.733,0.138,0.293,0.00326,0.487,91.045,7
1746,Tambor Urbano,Cumpleaños Felíz,not_hot,0.692,0.55,-8.553,0.216,0.00107,0.00662,0.204,170.266,16
1747,Five Finger Death Punch,Question Everything,not_hot,0.661,0.508,-6.097,0.536,0.245,0.0,0.747,86.052,26
1748,Flying Lotus,Tea Leaf Dancers - Moodymann Edit,not_hot,0.364,0.411,-10.444,0.0287,0.217,0.751,0.133,143.033,18
1749,Disciple,"Dear X, You Don't Own Me",not_hot,0.58,0.083,-17.358,0.0326,0.987,0.879,0.157,64.696,17
1750,Janelle Monáe,Primetime (feat. Miguel),not_hot,0.373,0.434,-9.361,0.0449,0.193,0.00554,0.0793,130.702,23
1751,Matoma,Lights Go Down (feat. James Newman),not_hot,0.199,0.147,-18.261,0.0415,0.988,0.941,0.038,76.572,5
1752,A R I Z O N A,I Was Wrong - Robin Schulz Remix,not_hot,0.566,0.829,-4.714,0.0565,0.00492,0.00356,0.533,128.137,11
1753,Ramin Djawadi,The Red Woman,not_hot,0.663,0.551,-7.842,0.0353,0.07,2.11e-05,0.354,89.992,28
1754,Blood Orange,Dagenham Dream,not_hot,0.479,0.936,-3.77,0.0611,0.000186,0.0,0.522,146.038,11
1755,Harry Gregson-Williams,Smiling,not_hot,0.46,0.963,-1.873,0.519,0.0118,0.0,0.289,175.998,16
1756,MercyMe,Happy Dance,not_hot,0.638,0.62,-6.681,0.0366,0.191,0.411,0.353,143.714,21
1757,The Psychedelic Furs,Pretty in Pink,not_hot,0.617,0.756,-5.125,0.0416,0.409,7.55e-05,0.529,124.105,21
1758,Soulive,Waves,not_hot,0.64,0.624,-5.831,0.152,0.0177,0.0,0.464,86.802,7
1759,Clarence Carter,Patches,not_hot,0.704,0.643,-7.778,0.0244,0.49,0.00078,0.785,114.238,9
1760,Adam Sandler,Chanukah Song - The,not_hot,0.382,0.55,-7.199,0.0518,0.463,0.0,0.392,94.904,13
1761,Jaya The Cat,Good Morning,not_hot,0.278,0.141,-13.719,0.031,0.861,0.002,0.176,101.747,0
1762,Baby Bash,Light Up Light Up,not_hot,0.289,0.929,-4.73,0.141,0.00606,4.68e-05,0.315,95.002,4
1763,Seckond Chaynce,Never Let You Go,not_hot,0.373,0.492,-6.729,0.0309,0.408,1.5e-06,0.0805,139.989,23
1764,As I Lay Dying,The Darkest Nights,not_hot,0.554,0.401,-15.7,0.142,0.734,0.0,0.649,91.755,24
1765,Switchfoot,THE HARDEST ART,not_hot,0.352,0.906,-4.493,0.0779,0.000222,0.0,0.78,192.118,10
1766,Dispatch,Two Coins,not_hot,0.604,0.953,-2.434,0.113,0.000481,2.36e-06,0.461,120.038,11
1767,Lincoln Brewster,Live to Praise You,not_hot,0.677,0.497,-6.329,0.0395,0.0777,0.0,0.24,102.001,28
1768,POWERS,Sunshine,not_hot,0.506,0.655,-7.21,0.164,0.0278,0.173,0.612,77.406,20
1769,Otesla,Hip Hop,not_hot,0.819,0.479,-6.809,0.182,0.00499,0.0853,0.391,135.978,21
1770,Bethel Music,Come to Me (Spontaneous),not_hot,0.267,0.436,-12.125,0.0537,0.963,0.00225,0.214,111.355,0
1771,Ocean Alley,Hallucination,not_hot,0.875,0.602,-5.877,0.0946,0.0705,0.0,0.898,119.938,22
1772,Jinsang,september rain,not_hot,0.222,0.117,-17.759,0.0367,0.956,0.000279,0.489,182.792,25
1773,Tom Misch,Your Love,not_hot,0.517,0.939,-4.929,0.0441,0.0482,0.000574,0.487,130.661,11
1774,Emeli Sandé,My Kind Of Love,not_hot,0.847,0.909,-3.696,0.0584,0.135,5.83e-06,0.868,95.013,22
1775,Mint Royale,Singin' in the Rain,not_hot,0.57,0.126,-17.349,0.218,0.948,0.0065,0.743,173.082,25
1776,James Vincent McMorrow,Cavalier,not_hot,0.487,0.93,-7.3,0.0632,0.00241,2.82e-05,0.134,131.304,11
1777,Upchurch,Turn up the Night,not_hot,0.696,0.677,-6.895,0.116,0.202,0.0,0.0731,103.961,28
1778,Lil Wayne,Knockout,not_hot,0.515,0.818,-6.323,0.0462,0.000226,0.148,0.213,153.06,11
