,artist_name,song_title,identifier,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,cluster_k30
1293,ASTN,Cruel,not_hot,0.482,0.989,-1.747,0.0506,0.00157,0.393,0.305,174.057,15
1294,Quintette du Hot Club de France,I Got Rhythm,not_hot,0.71,0.692,-7.68,0.0568,0.00262,0.0128,0.29,104.983,28
1295,Norah Jones,The Long Way Home,not_hot,0.672,0.21,-22.881,0.949,0.562,0.0,0.586,77.306,8
1296,Liquid Stranger,Brain Boi,not_hot,0.271,0.742,-12.669,0.0529,0.000285,0.26,0.148,91.844,4
1297,Steely Dan,Everyone's Gone To The Movies,not_hot,0.887,0.372,-10.552,0.488,0.108,3.69e-05,0.487,82.518,26
1298,Russ,Waste My Time,not_hot,0.655,0.873,-3.609,0.0579,0.0748,0.000454,0.153,100.391,11
1299,COIN,Run,not_hot,0.742,0.575,-5.55,0.0487,0.227,1.77e-06,0.583,76.494,7
1300,Xscape,My Little Secret,not_hot,0.43,0.698,-6.506,0.0456,0.17,0.943,0.675,136.446,14
1301,The Lumineers,Scotland,not_hot,0.498,0.962,-3.33,0.0731,0.141,0.000425,0.673,78.681,20
1302,Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op. 71 (Highlights): No. 14, Variation II - Dance of the Sugar-Plum Fairy",not_hot,0.775,0.736,-4.966,0.0303,0.00373,0.00669,0.778,126.966,1
1303,Ravyn Lenae,Last Breath,not_hot,0.227,0.0876,-22.851,0.0397,0.866,0.528,0.0375,86.262,5
1304,Herobust,Vertebreaker,not_hot,0.568,0.681,-5.357,0.092,0.52,0.0,0.685,134.096,3
1305,Bonobo,Grains,not_hot,0.857,0.575,-7.017,0.0765,0.152,0.0897,0.88,93.989,22
1306,Thom Yorke,There Is No Ice (For My Drink),not_hot,0.466,0.35,-13.494,0.0274,0.937,0.751,0.323,110.687,17
1307,The Drums,Days,not_hot,0.313,0.882,-6.215,0.0355,0.0346,0.338,0.3,103.981,4
1308,Talking Heads,This Must Be the Place (Naive Melody) - Live,not_hot,0.566,0.479,-11.128,0.0254,0.229,0.00388,0.28,109.748,28
1309,Johann Sebastian Bach,"Goldberg Variations, BWV 988: Variation 12 Canone alla Quarta - Remastered",not_hot,0.818,0.271,-13.792,0.0477,0.604,0.00314,0.666,126.035,9
1310,Aphex Twin,minipops 67 [120.2][source field mix],not_hot,0.719,0.683,-5.506,0.0454,0.00719,0.000139,0.626,90.035,22
1311,Streetlight Manifesto,"Failing, Flailing",not_hot,0.397,0.606,-5.312,0.0303,0.0167,0.0,0.237,160.018,23
1312,Sinfonico,"Aparentemente (feat. Noriel, Miky Woodz & Maximus Wel)",not_hot,0.891,0.399,-8.665,0.165,0.26,0.00061,0.761,139.948,3
1313,Handsome Boy Modeling School,The Truth,not_hot,0.648,0.814,-4.688,0.0923,0.202,0.0,0.867,97.958,22
1314,Phoebe Bridgers,Funeral,not_hot,0.572,0.885,-2.919,0.0331,0.0723,1.29e-06,0.535,133.903,11
1315,Creed,Weathered,not_hot,0.791,0.625,-8.286,0.1,0.0735,0.0,0.473,149.991,21
1316,Deftones,Cherry Waves,not_hot,0.771,0.706,-6.422,0.0328,0.0811,0.0888,0.776,74.613,22
1317,Meghan Trainor,Normal - Recorded at Sound Stage Studios Nashville,not_hot,0.763,0.863,-3.502,0.114,0.0717,0.0958,0.105,140.069,11
1318,Lissie,When I'm Alone - Piano Version,not_hot,0.657,0.528,-8.039,0.0679,0.707,0.000158,0.35,75.44,29
1319,Xavier Rudd,Gather the Hands,not_hot,0.706,0.378,-15.293,0.0379,0.924,0.0738,0.955,106.123,9
1320,Ne-Yo,Say It,not_hot,0.451,0.644,-3.721,0.0412,0.122,0.0,0.422,197.467,15
1321,Esbjörn Svensson Trio,Where We Used To Live,not_hot,0.522,0.149,-12.609,0.0334,0.857,0.0,0.364,124.847,24
1322,Struggle Jennings,Return of the Outlaw,not_hot,0.275,0.401,-10.641,0.0349,0.8,0.00903,0.186,147.662,25
1323,Franc Moody,Night Flight,not_hot,0.529,0.263,-13.516,0.0314,0.513,0.86,0.163,70.017,17
1324,The Interrupters,By My Side,not_hot,0.665,0.879,-0.345,0.0701,0.188,0.0409,0.357,145.06,11
1325,Saba,World In My Hands,not_hot,0.383,0.622,-5.871,0.0752,0.0176,0.0,0.368,80.842,4
1326,Gramatik,Swucca Chust,not_hot,0.267,0.959,-4.213,0.0628,0.000104,0.768,0.463,185.12,15
1327,Chris Cornell,Sunshower - Great Expectations Soundtrack,not_hot,0.685,0.909,-7.627,0.043,0.169,0.000663,0.962,119.978,1
1328,Mike Shinoda,Make It Up As I Go (feat. K.Flay),not_hot,0.842,0.679,-5.876,0.0846,0.773,0.0,0.918,137.2,3
1329,City and Colour,Save Your Scissors,not_hot,0.644,0.801,-4.55,0.387,0.511,8.59e-06,0.764,82.156,26
1330,Bob Seger,Beautiful Loser - Live In Detroit/1975,not_hot,0.781,0.367,-6.224,0.0827,0.0285,0.599,0.589,172.059,2
1331,Casting Crowns,Every Man,not_hot,0.667,0.715,-6.609,0.235,0.0317,0.0,0.253,120.027,6
1332,Sam Hunt,Raised On It - Acoustic Mixtape,not_hot,0.871,0.817,-4.783,0.0855,0.0386,0.836,0.751,119.973,2
1333,Van Morrison,Bright Side Of The Road,not_hot,0.665,0.37,-16.651,0.035,0.651,0.000315,0.519,122.997,24
1334,Wax Tailor,How I Feel,not_hot,0.476,0.933,-3.872,0.0662,0.000371,0.0,0.623,162.083,10
1335,Slightly Stoopid,Livin' in Babylon,not_hot,0.421,0.652,-6.454,0.0614,0.269,8.47e-06,0.2,143.375,23
1336,Reckless Kelly,Wicked Twisted Road,not_hot,0.408,0.913,-9.092,0.951,0.891,5.19e-05,0.24,72.219,8
1337,Willie Nelson,A Woman's Love,not_hot,0.211,0.455,-7.771,0.0343,0.304,0.0,0.121,139.305,23
1338,Justice,Fire,not_hot,0.83,0.559,-14.609,0.132,0.0173,4.85e-05,0.877,109.34,22
1339,Ol' Burger Beats,Søyr,not_hot,0.83,0.797,-6.627,0.152,0.00257,0.0,0.886,90.229,22
1340,Bob Marley & The Wailers,"Get Up, Stand Up",not_hot,0.764,0.531,-7.49,0.428,0.729,0.0,0.54,128.164,26
1341,Saba,GREY,not_hot,0.627,0.846,-5.279,0.0448,0.193,0.0,0.699,83.012,20
1342,James Blake,If The Car Beside You Moves Ahead,not_hot,0.682,0.712,-6.186,0.0453,0.0715,0.0039,0.381,127.965,21
1343,Lea Salonga,The Last Night Of The World - Original London Cast Recording/1989,not_hot,0.482,0.784,-10.253,0.819,0.767,0.0,0.341,89.505,8
1344,In Flames,Voices,not_hot,0.549,0.497,-8.385,0.0795,0.178,0.006,0.385,80.489,13
1345,A Tribe Called Quest,Midnight,not_hot,0.593,0.898,-4.054,0.0616,0.0476,0.000227,0.756,120.019,1
1346,Thomas Bergersen,Creation of Earth,not_hot,0.759,0.497,-9.846,0.0682,0.45,9.93e-05,0.418,124.987,12
1347,Bonobo,Ketto,not_hot,0.552,0.697,-10.712,0.0261,0.002,0.0,0.182,103.945,28
1348,Soda Stereo,Te Hacen Falta Vitaminas - Remasterizado 2007,not_hot,0.557,0.798,-5.843,0.0277,0.0158,2.47e-05,0.612,134.805,1
1349,Scotty McCreery,Carolina Moon,not_hot,0.614,0.519,-10.107,0.0723,0.267,0.00108,0.465,72.773,7
1350,Ziggy Marley,Love Is My Religion,not_hot,0.654,0.855,-4.722,0.0545,0.0295,0.0,0.714,130.966,1
1351,Unknown Mortal Orchestra,Ministry of Alienation,not_hot,0.503,0.482,-8.983,0.0259,0.266,0.124,0.317,97.6,13
1352,Jessica Simpson,I Think I'm in Love with You,not_hot,0.663,0.817,-6.938,0.0561,0.0464,0.000124,0.784,81.549,22
1353,Lewis Del Mar,"Puerto Cabezas, NI",not_hot,0.539,0.893,-4.566,0.0423,0.14,0.0,0.683,135.76,1
1354,Max Richter,Aria 2 - Pt. 1,not_hot,0.593,0.872,-4.525,0.0959,0.0784,0.0,0.523,91.964,20
1355,Sade,Hang On to Your Love,not_hot,0.606,0.878,-5.318,0.0828,0.0134,0.00407,0.436,89.051,20
1356,Passion,Behold The Lamb - Acoustic,not_hot,0.735,0.77,-5.601,0.0522,0.25,1.53e-05,0.58,81.994,22
1357,Meghan Trainor,Better,not_hot,0.52,0.259,-16.949,0.0367,0.837,0.502,0.567,139.309,17
1358,Jon Bellion,He Is The Same,not_hot,0.474,0.902,-6.261,0.0349,0.362,0.0218,0.279,96.342,4
1359,August Alsina,Porn Star,not_hot,0.0655,0.0455,-26.592,0.0494,0.884,0.369,0.0388,66.915,27
1360,Oscarcito,Tumbayé,not_hot,0.756,0.419,-8.889,0.0873,0.604,0.0,0.65,104.432,9
1361,White Panda,Umbrella - The White Panda Remix,not_hot,0.36,0.624,-6.777,0.26,0.348,4.14e-06,0.529,77.196,26
1362,Mary J. Blige,Mary Jane (All Night Long),not_hot,0.681,0.714,-3.86,0.637,0.377,4.34e-06,0.797,80.041,26
1363,Broken Bells,The Mall & Misery,not_hot,0.932,0.531,-9.079,0.0929,0.162,0.00175,0.815,140.965,3
1364,Ty Dolla $ign,Campaign (feat. Future),not_hot,0.397,0.732,-8.279,0.151,0.659,0.0,0.631,178.345,10
1365,Fuego,Mi Alma Se Muere (Remix),not_hot,0.529,0.743,-6.865,0.091,0.00378,5.46e-06,0.616,112.985,20
1366,Sinead Harnett,Want It With You,not_hot,0.857,0.926,-2.399,0.299,0.000635,0.0094,0.399,133.967,16
1367,Christopher Larkin,Enter Hallownest,not_hot,0.703,0.493,-11.534,0.0646,0.836,0.495,0.034,100.012,17
1368,The Palms,All4you,not_hot,0.647,0.76,-6.861,0.0758,0.00993,0.00122,0.497,150.117,21
1369,Skillet,The Last Night,not_hot,0.63,0.436,-12.507,0.0426,0.302,0.00019,0.601,169.142,3
1370,Carrie Underwood,Drinking Alone,not_hot,0.461,0.723,-5.073,0.186,0.485,0.0,0.526,172.796,10
1371,Dirty Heads,Best of Us,not_hot,0.397,0.644,-7.684,0.0432,0.0159,1.78e-05,0.241,155.896,23
1372,Tokyo Jetz,No Problem,not_hot,0.119,0.0147,-30.457,0.0457,0.973,0.932,0.0399,93.674,27
1373,Caribou,Odessa,not_hot,0.814,0.468,-9.87,0.0401,0.751,0.866,0.345,129.017,17
1374,Los Fabulosos Cadillacs,Siguiendo La Luna - En Vivo en Theater at Madison Square Garden,not_hot,0.846,0.707,-4.462,0.103,0.0784,0.0,0.249,108.984,28
1375,Rebelution,Mirage,not_hot,0.715,0.51,-14.403,0.0417,0.419,0.112,0.735,111.302,9
1376,GoldLink,I Can Feel It,not_hot,0.503,0.418,-7.647,0.0287,0.511,0.0,0.306,145.694,12
1377,Sanctus Real,Lead Me,not_hot,0.628,0.738,-6.843,0.038,0.293,0.0,0.486,119.987,21
1378,The Gladiators,Sweet Soul Music,not_hot,0.478,0.347,-7.43,0.0261,0.0672,0.0,0.28,99.947,13
1379,Maren Morris,Space,not_hot,0.249,0.0317,-27.114,0.0542,0.981,0.414,0.0855,133.739,19
1380,G Flip,Drink Too Much,not_hot,0.337,0.554,-5.129,0.0392,0.609,0.0145,0.262,68.927,13
1381,Henry Jackman,Circuit Breaker,not_hot,0.403,0.966,-5.756,0.0389,9.43e-05,0.00378,0.213,94.021,4
1382,Current Swell,Young and Able,not_hot,0.546,0.777,-5.842,0.0671,0.0343,0.0,0.541,102.068,20
1383,Ryan Caraveo,Legend,not_hot,0.681,0.722,-5.715,0.108,0.00413,2.16e-05,0.67,109.246,22
1384,Coheed and Cambria,Crossing The Frame,not_hot,0.557,0.411,-12.452,0.0353,0.803,3.74e-06,0.434,79.015,29
1385,10 Ft. Ganja Plant,Sing And Dance,not_hot,0.749,0.382,-10.503,0.327,0.873,0.0,0.7,74.039,26
1386,Bring Me The Horizon,Deathbeds,not_hot,0.612,0.355,-12.465,0.0304,0.592,1.11e-05,0.532,74.965,29
1387,Akon,Freedom,not_hot,0.575,0.624,-6.876,0.103,0.013,4.74e-05,0.273,154.687,23
1388,Eazy-E,No More ?'s,not_hot,0.763,0.806,-5.082,0.172,0.668,6.99e-06,0.739,127.998,3
1389,Hans Zimmer,Code of Conduct,not_hot,0.498,0.538,-8.364,0.131,0.341,0.0,0.458,110.0,29
1390,The Bennies,Corruption - Extended,not_hot,0.496,0.524,-10.451,0.067,0.429,0.0,0.565,164.261,25
1391,Ken Boothe,Is It Because I'm Black?,not_hot,0.337,0.0552,-22.628,0.0534,0.978,0.51,0.132,68.804,5
1392,The Struts,Who Am I?,not_hot,0.66,0.676,-7.541,0.0428,0.236,0.000125,0.801,76.992,22
1393,Ryan Bingham,Hard Times,not_hot,0.587,0.869,-5.304,0.0318,0.00938,0.0,0.734,113.77,1
1394,John Williams,Jango's Escape,not_hot,0.326,0.283,-8.718,0.0361,0.774,0.00658,0.153,136.218,25
1395,Paul Hardcastle,Rain Forest,not_hot,0.575,0.0559,-16.409,0.0536,0.991,0.536,0.214,138.327,17
1396,St. Vincent,Cheerleader,not_hot,0.721,0.613,-14.405,0.0995,0.289,1.6e-06,0.502,104.222,7
1397,Robert Glasper Experiment,Gonna Be Alright (F.T.B.),not_hot,0.67,0.631,-10.558,0.373,0.00761,1.91e-05,0.636,100.877,6
1398,Kyson,Every High,not_hot,0.399,0.486,-8.997,0.0295,0.297,0.652,0.214,132.63,18
1399,Propagandhi,Back to the Motor League,not_hot,0.398,0.809,-6.163,0.0359,0.00183,0.0,0.492,128.483,11
1400,Kodak Black,You Do That Shit,not_hot,0.47,0.811,-9.815,0.0376,0.000818,0.0017,0.556,167.837,10
1401,Charley Pride,Kaw-Liga,not_hot,0.592,0.819,-3.407,0.256,0.51,0.0,0.314,155.981,16
1402,Sammy Adams,All Night Longer REMIX,not_hot,0.777,0.716,-6.709,0.109,0.459,0.000238,0.587,89.992,22
1403,Michael Giacchino,It's Just a House,not_hot,0.63,0.456,-9.568,0.131,0.473,2.61e-06,0.362,107.809,12
1404,Sublime,Cisco Kid,not_hot,0.138,0.987,-3.368,0.153,0.000101,0.00038,0.298,199.983,15
1405,Michael Franti & Spearhead,Light Up Ya Light,not_hot,0.572,0.565,-5.447,0.0381,0.069,0.000191,0.168,90.055,28
1406,5 Seconds of Summer,Valentine - Live,not_hot,0.786,0.667,-5.62,0.232,0.229,0.0,0.879,148.011,3
1407,Allan Rayman,Shelby Moves,not_hot,0.566,0.819,-5.246,0.0581,0.00203,0.00339,0.525,112.91,20
1408,Vince Gill,Tryin' To Get Over You,not_hot,0.677,0.524,-10.873,0.0462,0.00573,0.086,0.265,100.007,28
1409,Phantogram,You Don’t Get Me High Anymore,not_hot,0.359,0.83,-5.723,0.0725,0.000217,3.83e-05,0.205,76.727,4
1410,Robert DeLong,Favorite Color Is Blue,not_hot,0.644,0.645,-7.083,0.0274,0.0883,5.76e-05,0.264,123.029,28
1411,Foreign Air,Chakra Daemon,not_hot,0.559,0.432,-12.366,0.0273,0.375,1.2e-06,0.5,92.378,29
1412,Gucci Mane,Money Callin,not_hot,0.473,0.0693,-30.029,0.0309,0.97,0.918,0.0391,104.09,27
1413,Monetochka,Твоё имя,not_hot,0.62,0.819,-7.845,0.192,0.708,0.857,0.622,169.741,2
1414,Rihanna,"Dancing In The Dark - From The ""Home"" Soundtrack",not_hot,0.648,0.795,-9.88,0.0357,0.445,0.874,0.764,90.021,2
1415,Russell Dickerson,Billions,not_hot,0.654,0.721,-6.705,0.0554,0.0155,0.000923,0.674,80.27,20
1416,Halsey,Alone - Clean Bandit MFF Remix,not_hot,0.783,0.7,-7.862,0.0367,0.0329,0.249,0.846,99.991,22
1417,The Band,The Shape I'm In - Remastered 2000,not_hot,0.574,0.72,-6.565,0.0508,0.265,9.88e-06,0.406,127.553,11
1418,Natural Black,Far From Reality,not_hot,0.26,0.985,-3.741,0.146,2.2e-05,0.00993,0.299,119.944,4
1419,Stanley Clarke,"1, 2, To the Bass (feat. Q-Tip)",not_hot,0.722,0.512,-5.104,0.25,0.0281,0.0,0.382,90.002,6
1420,Lookas,Dystopia,not_hot,0.886,0.571,-10.883,0.205,0.057,0.393,0.436,116.932,2
1421,Santigold,Run the Road,not_hot,0.427,0.849,-7.014,0.0484,0.00214,0.0,0.272,150.028,11
1422,Sia,Footprints,not_hot,0.581,0.561,-8.342,0.0339,0.00899,0.000127,0.141,118.055,28
1423,Sticky Fingers,Westway,not_hot,0.299,0.971,-3.118,0.142,0.000456,0.0,0.336,184.549,15
1424,Jeremy Riddle,Holy Ground,not_hot,0.642,0.777,-4.337,0.0618,0.0937,4.68e-06,0.684,156.074,10
1425,RAC,Let Go,not_hot,0.378,0.707,-4.675,0.0809,0.0499,0.0226,0.397,126.696,11
1426,Oliver Tree,Alien Boy - Big Data Remix,not_hot,0.65,0.638,-5.94,0.127,0.207,0.0,0.418,134.044,21
1427,Rodney Atkins,Chasin' Girls,not_hot,0.213,0.607,-7.888,0.0401,0.0783,0.947,0.204,111.111,18
1428,Lucas Coly,I Just Wanna,not_hot,0.62,0.825,-4.571,0.397,0.0992,1.17e-05,0.42,145.275,16
1429,Kelsea Ballerini,First Time,not_hot,0.699,0.458,-12.357,0.106,0.372,1.33e-06,0.269,129.991,12
1430,Kaiser Chiefs,I Predict A Riot,not_hot,0.424,0.627,-7.346,0.0321,0.0146,1.18e-06,0.0969,149.997,23
1431,Sammie,Shoes,not_hot,0.587,0.736,-6.815,0.0381,0.321,0.0,0.969,176.993,3
1432,Art Tatum,"8 Humoresques, Op. 101, B. 187: No. 7. Poco lento e grazioso in G-Flat Major (arr. A. Tatum)",not_hot,0.597,0.437,-10.386,0.0309,0.593,0.0,0.737,88.918,9
1433,Jean-Philippe Rameau,Zaïs: Overture - Live,not_hot,0.662,0.796,-4.341,0.033,0.003,0.000104,0.779,115.968,1
1434,Niia,Constantly Dissatisfied (feat. Gallant),not_hot,0.471,0.846,-3.632,0.0416,0.00209,0.0369,0.255,116.469,11
1435,Otis Redding,I Love You More Than Words Can Say,not_hot,0.329,0.511,-7.687,0.0287,0.0755,0.0297,0.167,166.028,23
1436,Brent Faiyaz,Stay Down,not_hot,0.711,0.433,-12.042,0.0611,0.471,0.00426,0.934,87.527,9
1437,Mitski,Texas Reznikoff,not_hot,0.57,0.969,-3.092,0.165,0.065,3.14e-06,0.306,154.07,11
1438,In Flames,Follow Me,not_hot,0.701,0.758,-6.25,0.0443,0.118,5.37e-06,0.788,79.969,22
1439,Eddie Rabbitt,Drivin' My Life Away - 2009 Remaster,not_hot,0.667,0.709,-4.961,0.0249,0.41,3.31e-06,0.475,100.485,7
1440,Betty Who,All This Woman,not_hot,0.584,0.739,-9.826,0.126,0.198,0.000663,0.387,142.762,21
1441,Gwen Stefani,Used To Love You,not_hot,0.449,0.635,-7.557,0.0397,0.000264,4.65e-05,0.273,166.04,23
1442,Five Finger Death Punch,You,not_hot,0.594,0.587,-6.813,0.287,0.673,2.18e-06,0.873,77.95,26
1443,Carly Rae Jepsen,I Didn’t Just Come Here To Dance,not_hot,0.475,0.836,-5.446,0.0529,0.0175,0.0,0.723,123.144,1
1444,Casting Crowns,Set Me Free,not_hot,0.686,0.664,-9.2,0.334,0.265,1.35e-05,0.623,87.004,26
1445,The Specials,Hey Little Rich Girl - 2002 Remaster,not_hot,0.763,0.629,-9.947,0.0322,0.013,0.0585,0.973,126.477,3
1446,Postcard Boy,Fast Cars,not_hot,0.249,0.268,-10.753,0.0408,0.699,0.0,0.0655,82.631,0
1447,Gorillaz,Welcome To The World of The Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),not_hot,0.445,0.541,-7.407,0.0816,0.751,0.0,0.377,81.656,29
1448,Lalah Hathaway,y o y,not_hot,0.872,0.584,-7.412,0.0788,0.0194,0.00085,0.212,109.987,28
1449,Anika,In the City,not_hot,0.349,0.366,-9.259,0.0295,0.272,0.21,0.0416,176.045,23
1450,Run The Jewels,Love Again (Akinyele Back),not_hot,0.846,0.824,-5.263,0.0708,0.195,3.9e-05,0.699,95.013,22
1451,Gregory Alan Isakov,All There Is,not_hot,0.461,0.24,-18.59,0.0399,0.764,0.818,0.126,142.083,17
1452,Jaymes Young,Black Magic,not_hot,0.654,0.781,-4.628,0.0514,0.496,0.0,0.699,152.013,3
1453,Arin Ray,Who Came Up Missin,not_hot,0.841,0.611,-8.71,0.332,0.0554,0.0037,0.65,113.073,6
1454,Jonny Greenwood,Sandalwood II,not_hot,0.195,0.37,-15.32,0.0442,0.48,0.563,0.0348,170.408,18
1455,Kevin Gates,Smiling Faces,not_hot,0.464,0.699,-8.691,0.0551,0.106,0.000514,0.179,105.165,4
1456,Charles Mingus,Open Letter To Duke,not_hot,0.369,0.977,-3.128,0.123,0.00127,0.0,0.744,101.239,20
1457,The Prodigy,Everybody In The Place (Fairground Remix),not_hot,0.424,0.949,-6.031,0.142,6.23e-05,8.84e-06,0.346,162.012,15
1458,Holy Ghost!,Anxious,not_hot,0.685,0.547,-12.417,0.0487,0.0306,1.05e-05,0.909,77.509,7
1459,The Marshall Tucker Band,Take the Highway,not_hot,0.517,0.502,-15.014,0.0275,0.58,0.00157,0.727,88.762,9
1460,Jesus Culture,Freedom Reigns - Live,not_hot,0.28,0.911,-3.369,0.0662,0.00158,2.02e-05,0.607,133.463,15
1461,Eminem,Public Service Announcement,not_hot,0.501,0.969,-3.146,0.062,0.00676,0.0,0.3,107.391,4
1462,"Real Orquesta Sinfónica de Sevilla, Spanish Folklore",España Cañí (Pasodoble),not_hot,0.55,0.801,-6.789,0.308,0.168,0.0,0.834,79.468,6
1463,Hillsong Worship,With Everything - Live,not_hot,0.673,0.705,-7.771,0.0388,0.221,0.56,0.404,99.956,2
1464,Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth,not_hot,0.618,0.837,-5.1,0.027,0.111,0.00777,0.352,106.996,11
1465,Weezer,The World Has Turned And Left Me Here,not_hot,0.653,0.749,-4.588,0.234,0.233,0.0,0.382,79.875,6
1466,Bishop Briggs,Lyin',not_hot,0.236,0.887,-5.562,0.0798,0.0256,1.52e-05,0.269,159.59,15
1467,Willie Nelson,Crazy,not_hot,0.714,0.645,-6.348,0.0819,0.139,1.41e-05,0.517,77.986,7
1468,Glenn Miller,In The Mood,not_hot,0.743,0.613,-9.632,0.0471,0.0273,0.0429,0.586,114.011,7
1469,Hillsong en Español,En La Cruz - Live,not_hot,0.562,0.872,-7.202,0.0552,6.33e-05,0.445,0.646,150.203,10
1470,Janelle Monáe,Take A Byte,not_hot,0.332,0.906,-4.683,0.105,5.58e-05,0.000304,0.497,173.639,15
1471,Wild Ones,Invite Me In,not_hot,0.624,0.63,-9.319,0.0297,0.105,0.654,0.663,93.995,2
1472,Aaron Taylor,Get Through This,not_hot,0.243,0.192,-18.237,0.0388,0.743,0.777,0.036,104.202,5
1473,Lil Yachty,FLEX,not_hot,0.637,0.583,-13.013,0.0296,0.162,0.178,0.62,105.877,7
1474,Sixx:A.M.,Life Is Beautiful 2017,not_hot,0.758,0.751,-6.154,0.0296,0.417,0.0144,0.729,94.011,22
1475,Mary J. Blige,Be Happy,not_hot,0.36,0.162,-18.972,0.0431,0.943,0.973,0.107,146.703,19
1476,The White Stripes,Sugar Never Tasted So Good,not_hot,0.223,0.406,-14.605,0.0417,0.525,0.913,0.124,155.522,18
1477,James Vickery,Violet,not_hot,0.411,0.767,-4.211,0.056,0.000621,0.00842,0.659,134.408,10
1478,Empire of the Sun,Friends,not_hot,0.469,0.638,-6.42,0.0489,0.262,0.776,0.435,153.58,14
1479,Jackson Browne,That Girl Could Sing,not_hot,0.903,0.315,-14.064,0.086,0.0566,0.79,0.192,115.015,2
1480,Jon Pardi,Empty Beer Cans,not_hot,0.707,0.556,-10.101,0.0303,0.19,0.0159,0.746,120.028,7
1481,Vampire Weekend,Ladies Of Cambridge,not_hot,0.352,0.0433,-24.963,0.0309,0.882,0.938,0.0645,66.549,27
1482,Jethro Tull,Cross Eyed Mary,not_hot,0.408,0.773,-3.69,0.0472,0.368,1.41e-05,0.64,178.11,10
1483,Influence Music,Mistakes - Radio Edit,not_hot,0.736,0.716,-5.524,0.11,0.0785,0.0,0.471,165.991,21
1484,Kamelot,Soul Society,not_hot,0.73,0.419,-9.393,0.101,0.611,1.11e-05,0.2,139.796,12
1485,Elvis Depressedly,Pepsi/Coke Suicide,not_hot,0.771,0.583,-7.528,0.0617,0.055,1.41e-06,0.736,94.987,22
1486,Franz Schubert,"Schubert: Ave Maria, D. 839",not_hot,0.447,0.768,-6.95,0.0803,0.0569,0.699,0.73,79.956,14
1487,Roosevelt,Fever,not_hot,0.596,0.915,-1.251,0.141,0.0123,0.602,0.692,150.221,14
1488,Big K.R.I.T.,Pick Yourself Up,not_hot,0.452,0.996,-2.342,0.114,6.81e-06,1.77e-06,0.169,152.009,11
1489,Marilyn Manson,WE KNOW WHERE YOU FUCKING LIVE,not_hot,0.469,0.68,-6.727,0.0988,0.76,5.9e-06,0.66,107.928,29
1490,Eleni Karaindrou,Requiem For Willy Loman - Live,not_hot,0.502,0.231,-27.435,0.0553,0.988,0.914,0.0503,119.946,19
1491,Tourist,Hearts,not_hot,0.743,0.314,-11.088,0.128,0.895,1.47e-05,0.895,126.407,9
1492,JAHKOY,California Heaven - Medasin Remix,not_hot,0.654,0.45,-15.615,0.037,0.881,0.12,0.94,94.28,9
1493,Wisin & Yandel,Ya No Queda Amor,not_hot,0.787,0.745,-5.47,0.135,0.157,0.0,0.607,82.016,22
1494,Fanny Lu,Algo quiero,not_hot,0.806,0.499,-7.245,0.151,0.198,3.71e-05,0.402,148.033,21
1495,Jonny Greenwood,House of Woodcock,not_hot,0.0662,0.213,-17.61,0.0513,0.893,0.705,0.0393,71.631,5
1496,Peach Tree Rascals,Someday,not_hot,0.824,0.688,-8.573,0.0331,0.13,0.225,0.745,102.108,22
1497,Alicia Keys,Distance and Time,not_hot,0.342,0.587,-7.273,0.0537,0.00648,0.0995,0.484,168.847,15
1498,Beyoncé,Freakum Dress,not_hot,0.274,0.329,-10.076,0.0327,0.69,0.000176,0.128,138.715,25
1499,Hiatus Kaiyote,Malika,not_hot,0.542,0.517,-12.861,0.0315,0.00628,0.698,0.158,113.696,18
1500,Chris Brown,Heartbreak on a Full Moon,not_hot,0.78,0.72,-5.914,0.0278,0.28,0.591,0.583,108.685,2
1501,Sabrina Claudio,We Have Time,not_hot,0.421,0.878,-3.545,0.0799,0.00281,1.23e-05,0.517,164.161,15
1502,Pascal Rogé,Gnossienne No.5,not_hot,0.701,0.7,-6.634,0.0766,0.36,2.87e-05,0.432,99.954,7
1503,Timbaland,Bounce,not_hot,0.65,0.658,-5.698,0.113,0.331,0.0,0.863,152.496,3
1504,STRFKR,Satellite,not_hot,0.671,0.85,-4.487,0.238,0.0595,7.58e-06,0.782,147.996,16
1505,Bad Bunny,Me Llueven 3.0,not_hot,0.462,0.981,-2.371,0.127,0.00166,0.00894,0.547,154.995,10
1506,Aliocha,Flash in the Pan,not_hot,0.491,0.442,-7.858,0.035,0.658,0.0,0.233,120.768,12
1507,Cash Cash,Hero (feat. Christina Perri) - Deep Mix,not_hot,0.802,0.775,-8.249,0.0347,0.0677,0.0357,0.962,143.907,3
1508,Mac Miller,Diamonds & Gold,not_hot,0.171,0.437,-10.765,0.0345,0.29,0.899,0.0962,125.952,18
1509,Vicente Garcia,Indiferencia,not_hot,0.696,0.912,-8.205,0.0752,0.00905,0.868,0.474,119.995,14
1510,The Neighbourhood,Heaven,not_hot,0.562,0.54,-7.525,0.0333,0.302,0.0168,0.298,104.979,28
1511,Eminem,Guilty Conscience - Radio Version,not_hot,0.272,0.416,-8.321,0.0325,0.0136,0.0,0.124,143.919,23
